,First,Last,Nickname,Stance,Belt,height,reach,weight,win,lose,draw,total_fights,fighters_id
2205,Michelle,Maher,,,,,,65.771,1,2,0,3,FIG3901
2206,,Maheshate,,Orthodox,,182.88,180.34,70.307,9,3,0,12,FIG2620
2207,Bill,Mahood,The Butcher,Orthodox,,190.5,,90.718,20,7,1,28,FIG0717
2208,Klayton,Mai,,,,175.26,,56.699,8,3,0,11,FIG2843
2209,Demian,Maia,,Southpaw,,185.42,182.88,77.111,28,11,0,39,FIG0270
2210,Jennifer,Maia,,Orthodox,,162.56,162.56,56.699,21,9,1,31,FIG0535
2211,Nayara,Maia,Capita,Orthodox,,165.1,167.64000000000001,56.699,7,1,1,9,FIG3231
2212,Roshan,Mainam,The Indian Notorious,,,,,61.235,6,3,0,9,FIG3124
2213,Levan,Makashvili,The Hornet,Orthodox,,172.72,172.72,65.771,15,2,1,18,FIG1640
2214,John,Makdessi,The Bull,Orthodox,,172.72,172.72,70.307,18,9,0,27,FIG0798
2215,Islam,Makhachev,,Southpaw,,177.8,177.8,70.307,24,1,0,25,FIG0966
2216,Aliev,Makhmud,,Southpaw,,167.64000000000001,,88.45,0,1,0,1,FIG3995
2217,Zach,Makovsky,Fun Size,Southpaw,,162.56,162.56,56.699,20,8,0,28,FIG0723
2218,Azat,Maksum,Qazaq,Southpaw,,170.18,177.8,56.699,17,0,0,17,FIG1807
2219,Jeremy,Malaterre,,,,180.34,,70.307,4,2,0,6,FIG3542
2220,Fabio,Maldonado,Caipira de Aco,Orthodox,,185.42,190.5,92.986,23,11,0,34,FIG0385
2221,Marvin,Maldonado,The Bulldog,,,167.64000000000001,,61.235,2,4,0,6,FIG3540
2222,Bea,Malecki,,Orthodox,,175.26,187.96,61.235,4,1,0,5,FIG3720
2223,Nazareno,Malegarie,El Tigre,,,172.72,,70.307,28,4,0,32,FIG0500
2224,Carl,Malenko,,Orthodox,,180.34,,90.718,6,4,0,10,FIG3060
2225,Jacob,Malkoun,Mamba,Orthodox,,175.26,185.42000000000002,83.915,7,2,0,9,FIG3114
2226,Mike,Malott,Proper,Orthodox,,185.42,185.42000000000002,77.111,10,1,1,12,FIG2604
2227,Dan,Manasoiu,,,,,,,0,0,0,0,FIG4096
2228,Troy,Mandaloniz,Rude Boy,Orthodox,,175.26,,77.111,3,2,0,5,FIG3722
2229,Nate,Maness,Mayhem,Orthodox,,177.8,182.88,56.699,14,3,0,17,FIG1804
2230,Michael,Mangan,,,,,,70.307,0,3,0,3,FIG3922
2231,Gary,Mangat,,,,170.18,,61.235,15,3,0,18,FIG1639
2232,Melvin,Manhoef,No Mercy,Orthodox,,175.26,,83.915,30,14,1,45,FIG0171
2233,Melchor,Manibusan,Barracuda,Southpaw,,165.1,,69.853,2,4,0,6,FIG3541
2234,Jon,Manley,,Orthodox,,185.42,,77.111,9,4,0,13,FIG2494
2235,Steve,Mann,,,,185.42,,77.111,12,5,0,17,FIG1801
2236,Marnic,Mann,The Sawed-Off Savage,Southpaw,,152.4,162.56,52.163,6,2,0,8,FIG3461
2237,Dylan,Mantello,The Quiet Man,Orthodox,,185.42,185.42000000000002,70.307,7,2,0,9,FIG3101
2238,Chris,Manuel,,Orthodox,,175.26,,61.235,9,7,2,18,FIG1634
2239,Jimi,Manuwa,Poster Boy,Orthodox,,185.42,200.66,92.986,17,6,0,23,FIG1099
2240,Cristiano,Marcello,,Orthodox,,175.26,182.88,70.307,13,6,0,19,FIG1572
2241,Daniel,Marcos,Soncora,Orthodox,,170.18,175.26,61.235,15,0,0,15,FIG2221
2242,Jose,Maria,No Chance,Orthodox,,165.1,,56.699,37,7,0,44,FIG0184
2243,Marcos,Mariano,Dhalsim,Switch,,185.42,193.04,70.307,6,6,0,12,FIG2592
2244,Enrique,Marin,Wasabi,,,177.8,,77.111,10,4,0,14,FIG2278
2245,Chepe,Mariscal,Machine Gun,Orthodox,,170.18,175.26,65.771,15,6,1,22,FIG1187
2246,Ronny,Markes,,Orthodox,,185.42,190.5,83.915,17,5,0,22,FIG1193
2247,Rory,Markham,,Orthodox,,182.88,180.34,77.111,17,6,0,23,FIG1068
2248,Randa,Markos,Quiet Storm,Orthodox,,162.56,160.02,52.163,11,12,1,24,FIG1040
2249,Christina,Marks,,Orthodox,,170.18,175.26,56.699,8,9,0,17,FIG1791
2250,Nate,Marquardt,The Great,Orthodox,,182.88,187.96,83.915,35,19,2,56,FIG0051
2251,Danilo,Marques,,Orthodox,,198.12,195.58,92.986,11,4,0,15,FIG2216
2252,Julian,Marquez,The Cuban Missile Crisis,Orthodox,,187.96,182.88,83.915,9,4,0,13,FIG2426
2253,Carmelo,Marrero,The Fury,Orthodox,,182.88,185.42000000000002,92.986,16,6,0,22,FIG1203
2254,Cesar,Marscucci,,,,,,,3,2,0,5,FIG3724
2255,John,Marsh,,Orthodox,,182.88,,120.202,8,7,0,15,FIG2215
2256,CJ,Marsh,,,,,,,5,7,0,12,FIG2602
2257,Eliot,Marshall,Fire,Orthodox,,187.96,195.58,92.986,10,4,0,14,FIG2397
2258,Doug,Marshall,The Rhino,Orthodox,,177.8,,92.986,18,8,0,26,FIG0880
2259,David,Marshall,,,,187.96,,77.111,8,4,0,12,FIG2599
2260,Francis,Marshall,Fire,Orthodox,,175.26,182.88,65.771,7,2,0,9,FIG3137
2261,Jack,Marshman,The Hammer,Orthodox,,182.88,185.42000000000002,83.915,23,10,0,33,FIG0426
2262,Terry,Martin,,Orthodox,,172.72,180.34,83.915,23,11,0,34,FIG0398
2263,Eric,Martin,,,,,,,0,1,0,1,FIG3990
2264,Justin,Martin,,,,182.88,,83.915,4,3,0,7,FIG3457
2265,Dave,Martin,,,,182.88,,92.986,0,2,0,2,FIG3975
2266,Joe,Martin,,,,175.26,,77.111,6,8,0,14,FIG2362
2267,Anthony Rocco,Martin,,Orthodox,,182.88,185.42000000000002,77.111,17,6,0,23,FIG1069
2268,Mallory,Martin,,Orthodox,,162.56,160.02,52.163,7,5,0,12,FIG2606
2269,Michal,Martinek,,Southpaw,,187.96,,104.326,7,1,0,8,FIG3291
2270,Rainy,Martinez,,Orthodox,,182.88,,90.265,0,2,0,2,FIG3955
2271,Danny,Martinez,The Gremlin,Orthodox,,167.64000000000001,170.18,56.699,21,8,0,29,FIG0655
2272,Alonzo,Martinez,Zo Diddy,,,177.8,,70.307,42,20,1,63,FIG0033
2273,Henry,Martinez,Sicario,Southpaw,,170.18,175.26,70.307,9,4,0,13,FIG2465
2274,Jonathan,Martinez,Dragon,Southpaw,,172.72,177.8,61.235,18,4,0,22,FIG1181
2275,Poppies,Martinez,The Tachi Kid,,,175.26,,65.771,29,11,0,40,FIG0249
2276,Andrew,Martinez,Mickey D,,,175.26,,97.522,9,6,0,15,FIG2212
2277,Mana,Martinez,ManaBoi,Orthodox,,177.8,177.8,61.235,10,4,0,14,FIG2376
2278,Victor,Martinez,The Brick,Orthodox,,172.72,177.8,70.307,13,5,0,18,FIG1669
2279,Roque,Martinez,,Orthodox,,177.8,182.88,113.398,15,8,2,25,FIG0963
2280,Melissa,Martinez,Super Mely,Southpaw,,157.48000000000002,167.64000000000001,52.163,7,1,0,8,FIG3293
2281,Wagner da Conceicao,Martins,Zuluzinho,Orthodox,,200.66,,176.901,9,8,0,17,FIG1908
2282,Adriano,Martins,,Southpaw,,177.8,182.88,70.307,28,9,0,37,FIG0306
2283,Lucas,Martins,Mineiro,Southpaw,,182.88,182.88,65.771,19,3,0,22,FIG1177
2284,Max,Martyniouk,Payne,,,,,70.307,1,1,0,2,FIG3948
2285,Bristol,Marunde,,Orthodox,,185.42,190.5,77.111,16,10,0,26,FIG0901
2286,Shoji,Maruyama,,Orthodox,,170.18,,63.049,12,9,1,22,FIG1209
2287,Kazuma,Maruyama,Gluttony,Orthodox,,180.34,182.88,70.307,11,7,0,18,FIG1665
2288,Mike,Massenzio,The Master of Disaster,Southpaw,,187.96,185.42000000000002,83.915,13,9,0,22,FIG1222
2289,Jameel,Massouh,,Orthodox,,177.8,182.88,65.771,26,9,0,35,FIG0349
2290,Tiffany,Masters,Rainbow Renegade,Orthodox,,160.02,165.1,52.163,2,1,0,3,FIG3917
2291,Jorge,Masvidal,Gamebred,Orthodox,,180.34,187.96,77.111,35,17,0,52,FIG0088
2292,Al,Matavao,Sweetness,Orthodox,,172.72,170.18,92.986,8,3,0,11,FIG2759
2293,Eduardo,Matias Torres,Cyborg,,,,,61.235,16,1,0,17,FIG1865
2294,Tateki,Matsuda,Tech,Orthodox,,170.18,,56.699,13,8,0,21,FIG1306
2295,Daijiro,Matsui,,Orthodox,,175.26,,90.718,13,29,7,49,FIG0102
2296,Koichiro,Matsumoto,,,,170.18,,65.771,15,3,1,19,FIG1583
2297,Jean,Matsumoto,,Orthodox,,167.64000000000001,172.72,61.235,14,0,0,14,FIG2430
2298,Koyomi,Matsushima,,Orthodox,,170.18,167.64000000000001,65.771,13,6,0,19,FIG1584
2299,Naoki,Matsushita,,Orthodox,,167.64000000000001,,70.307,12,16,11,39,FIG0264
2300,AJ,Matthews,,,,180.34,,83.915,8,7,0,15,FIG2211
2301,Jake,Matthews,The Celtic Kid,Orthodox,,180.34,185.42000000000002,77.111,19,6,0,25,FIG0916
2302,Connor,Matthews,The Controller,Switch,,172.72,,65.771,5,1,0,6,FIG3553
2303,Claudio,Mattos,Popeye,Orthodox,,,,83.915,5,4,0,9,FIG3100
2304,John,Matua,,Orthodox,,187.96,,181.437,1,4,0,5,FIG3714
2305,Francesco,Maturi,,,,,,,0,1,0,1,FIG4009
2306,Vladimir,Matyushenko,The Janitor,Orthodox,,182.88,187.96,92.986,27,8,0,35,FIG0364
2307,Miranda,Maverick,Fear The,Southpaw,,160.02,165.1,56.699,14,5,0,19,FIG1548
2308,Nick,Maximov,,Southpaw,,182.88,193.04,83.915,8,2,0,10,FIG3075
2309,Elaina,Maxwell,Beef,Orthodox,,172.72,,65.771,7,4,0,11,FIG2809
2310,Jeremy,May,,,,185.42,,83.915,13,10,0,23,FIG1083
2311,Jack,May,The Outlaw,Switch,,203.2,,115.666,9,3,0,12,FIG2598
2312,Don'Tale,Mayes,Lord Kong,Orthodox,,198.12,205.74,117.934,10,5,0,15,FIG2218
2313,Gray,Maynard,,Orthodox,,175.26,177.8,70.307,13,7,1,21,FIG1321
2314,Brooke,Mayo,The Bully,,,170.18,,56.699,0,1,0,1,FIG4029
2315,Gina,Mazany,Danger,Southpaw,,167.64000000000001,172.72,56.699,7,6,0,13,FIG2506
2316,Sabina,Mazo,Colombian Queen,Orthodox,,170.18,177.8,56.699,9,4,0,13,FIG2512
2317,Scott,McAfee,,Orthodox,,172.72,,70.307,14,7,0,21,FIG1348
2318,Bobby,McAndrews,,Orthodox,,,,,1,3,0,4,FIG3830
2319,Michael,McBride,,Orthodox,,185.42,,70.307,8,3,0,11,FIG2781
2320,Ian,McCall,Uncle Creepy,Orthodox,,165.1,162.56,56.699,13,5,1,19,FIG1551
2321,Molly,McCann,Meatball,Orthodox,,162.56,157.48,56.699,13,6,0,19,FIG1552
2322,Charles,McCarthy,Chainsaw,Orthodox,,177.8,180.34,83.915,10,5,0,15,FIG2220
2323,Sean,McCorkle,,Orthodox,,200.66,205.74,120.202,17,7,0,24,FIG1027
2324,Kris,McCray,Savage,Orthodox,,182.88,193.04,77.111,8,5,0,13,FIG2526
2325,Tamdan,McCrory,The Barncat,Switch,,193.04,193.04,83.915,14,5,0,19,FIG1553
2326,Rob,McCullough,Razor,Orthodox,,175.26,175.26,70.307,19,8,0,27,FIG0761
2327,Justin,McCully,The Insane One,Orthodox,,185.42,185.42000000000002,102.058,11,5,2,18,FIG1655
2328,Robert,McDaniel,Bubba,Southpaw,,190.5,190.5,83.915,28,10,0,38,FIG0291
2329,Michael,McDonald,The Black Sniper,Orthodox,,180.34,,92.986,1,1,0,2,FIG3962
2330,Scott,McDonald,,,,,,,1,0,0,1,FIG4028
2331,Michael,McDonald,Mayday,Orthodox,,175.26,177.8,61.235,17,4,0,21,FIG1320
2332,Josh,McDonald,,,,,,83.915,9,5,0,14,FIG2260
2333,Miles,McDonald,,,,170.18,,52.163,2,1,0,3,FIG3860
2334,Justin,McElfresh,,Orthodox,,198.12,,92.986,6,4,0,10,FIG3057
2335,Drew,McFedries,The Massacre,Southpaw,,182.88,182.88,83.915,12,7,0,19,FIG1556
2336,Liam,McGeary,,,,198.12,,92.986,12,2,0,14,FIG2294
2337,Gan,McGee,The Giant,Orthodox,,208.28,,120.202,13,5,0,18,FIG1651
2338,Court,McGee,The Crusher,Orthodox,,180.34,190.5,77.111,22,12,0,34,FIG0417
2339,Marcus,McGhee,The Maniac,Orthodox,,172.72,175.26,61.235,8,1,0,9,FIG3164
2340,Ryan,McGillivray,The Kid,,,180.34,,77.111,12,0,1,13,FIG2427
2341,Ryan,McGivern,,Orthodox,,182.88,,83.915,13,7,0,20,FIG1498
2342,Jack,McGlaughlin,,Orthodox,,,,,1,4,0,5,FIG3753
2343,Conor,McGregor,The Notorious,Southpaw,,175.26,187.96,70.307,22,6,0,28,FIG0733
2344,Greg,McIntyre,,Orthodox,,177.8,,70.307,6,4,0,10,FIG3053
2345,Antonio,McKee,Mandingo,Southpaw,,172.72,,70.307,29,6,2,37,FIG0293
2346,AJ,McKee,Mercenary,,,177.8,,65.771,8,0,0,8,FIG3389
2347,Rhys,McKee,Skeletor,Orthodox,,187.96,198.12,77.111,10,5,1,16,FIG2015
2348,Cory,McKenna,Poppins,Orthodox,,160.02,147.32,52.163,8,2,0,10,FIG3064
2349,Tim,McKenzie,,Orthodox,,182.88,187.96,83.915,14,9,0,23,FIG1089
2350,Cody,McKenzie,,Switch,,182.88,182.88,70.307,16,10,0,26,FIG0870
2351,Terrance,McKinney,T. Wrecks,Switch,,177.8,185.42000000000002,70.307,14,5,0,19,FIG1560
2352,Brian,McLaughlin,,,,175.26,,70.307,6,2,0,8,FIG3388
2353,Jason,McLean,,,,165.1,,65.771,6,7,0,13,FIG2415
2354,Garreth,McLellan,Soldier Boy,Southpaw,,185.42,182.88,83.915,13,6,0,19,FIG1561
2355,Sara,McMann,,Orthodox,,167.64000000000001,167.64000000000001,61.235,13,6,0,19,FIG1562
2356,James,McSweeney,The Hammer,Switch,,193.04,195.58,104.326,15,15,0,30,FIG0615
2357,Charles,McTorry,,,,,,,3,0,0,3,FIG3857
2358,Daniel,McWilliams,The Animal,,,185.42,,83.915,15,37,0,52,FIG0083
2359,Tim,Means,The Dirty Bird,Orthodox,,187.96,190.5,77.111,32,15,1,48,FIG0124
2360,Yancy,Medeiros,,Orthodox,,177.8,190.5,70.307,15,8,0,23,FIG1086
2361,Anistavio,Medeiros,Gasparzinho,Orthodox,,167.64000000000001,,65.771,19,10,0,29,FIG0629
2362,Kaline,Medeiros,The Dark Angel,,,160.02,,52.163,8,5,0,13,FIG2455
2363,Marquel,Mederos,,,,,,70.307,7,1,0,8,FIG3379
2364,Uros,Medic,The Doctor,Southpaw,,185.42,180.34,77.111,9,1,0,10,FIG3040
2365,Todd,Medina,El Tiburon,Southpaw,,177.8,,87.543,11,9,0,20,FIG1410
2366,Jason,Medina,,,,175.26,,81.647,21,15,1,37,FIG0309
2367,Jose,Medina,,,,,,92.986,1,1,0,2,FIG3989
2368,Emil,Meek,Valhalla,Switch,,180.34,187.96,77.111,9,5,1,15,FIG2231
2369,Sanford Alton,Meeks,,Orthodox,,195.57999999999998,190.5,120.202,1,1,0,2,FIG3967
2370,Gerald,Meerschaert,GM3,Southpaw,,185.42,195.58,83.915,35,17,0,52,FIG0086
2371,Frank,Megallon,,Southpaw,,177.8,,83.915,2,3,0,5,FIG3767
2372,Derrick,Mehmen,Caveman,,,193.04,,92.986,19,9,0,28,FIG0703
2373,Miika,Mehmet,,Orthodox,,,,92.986,3,5,0,8,FIG3383
2374,Jordan,Mein,Young Gun,Orthodox,,182.88,185.42000000000002,77.111,31,12,0,43,FIG0191
2375,Bryce,Mejia,,,,185.42,,77.111,3,1,0,4,FIG3834
2376,Brian,Melancon,,Orthodox,,172.72,,77.111,7,3,0,10,FIG3090
2377,Brandon,Melendez,The Murderer,Southpaw,,180.34,,70.307,25,25,0,50,FIG0098
2378,Gilbert,Melendez,El Nino,Orthodox,,175.26,185.42000000000002,65.771,22,8,0,30,FIG0613
2379,Nair,Melikyan,Ahalkalakski,,,167.64000000000001,,70.307,11,0,0,11,FIG2775
2380,Marcelo,Mello,,Southpaw,,170.18,,77.111,1,0,0,1,FIG4023
2381,Fabio,Mello,,Southpaw,,165.1,,70.307,11,8,0,19,FIG1545
2382,Vanessa,Melo,,Orthodox,,165.1,165.1,61.235,11,8,0,19,FIG1550
2383,Antonio,Mendes,Samurai,Southpaw,,190.5,195.58,92.986,18,13,0,31,FIG0528
2384,Chad,Mendes,Money,Orthodox,,167.64000000000001,167.64000000000001,65.771,18,5,0,23,FIG1080
2385,Augusto,Mendes,Tanquinho,Orthodox,,167.64000000000001,165.1,61.235,6,2,0,8,FIG3380
2386,Eddie,Mendez,,,,177.8,,83.915,8,3,1,12,FIG2709
2387,Mateus,Mendonca,Bocao,Orthodox,,167.64000000000001,180.34,56.699,10,1,0,11,FIG2751
2388,Luis,Mendoza,,,,,,70.307,0,1,0,1,FIG4032
2389,Pietro,Menga,,Southpaw,,170.18,172.72,56.699,13,0,0,13,FIG2448
2390,Alonzo,Menifield,Atomic,Orthodox,,182.88,193.04,92.986,14,3,1,18,FIG1742
2391,Ivan,Menjivar,The Pride of El Salvador,Orthodox,,167.64000000000001,162.56,65.771,25,12,0,37,FIG0299
2392,Dave,Menne,The Warrior,Orthodox,,177.8,,77.111,45,17,2,64,FIG0029
2393,Steve,Mensing,The Machine,Orthodox,,180.34,,83.915,9,13,2,24,FIG0989
2394,Buck,Meredith,,,,187.96,,83.915,3,3,0,6,FIG3533
2395,Adam,Meredith,,,,187.96,,77.111,5,3,0,8,FIG3385
2396,Nick,Meregali,,,,,,,0,0,0,0,FIG4091
2397,Joe,Merritt,,Orthodox,,182.88,,77.111,7,2,0,9,FIG3198
2398,Jeremiah,Metcalf,,Orthodox,,185.42,,83.915,13,7,0,20,FIG1427
2399,Jonathan,Meunier,District,Switch,,190.5,,77.111,8,1,0,9,FIG3199
2400,Yaotzin,Meza,,Orthodox,,175.26,180.34,65.771,21,11,0,32,FIG0511
2401,Guy,Mezger,,Orthodox,,185.42,,90.718,30,14,2,46,FIG0155
2402,Brandon,Michaels,,,,175.26,,83.915,4,14,0,18,FIG1762
2403,Andreas,Michailidis,The Spartan,Orthodox,,182.88,193.04,77.111,13,6,0,19,FIG1581
2404,David,Michaud,BullDawg,Orthodox,,175.26,,70.307,11,3,0,14,FIG2346
2405,Chris,Mickle,,Orthodox,,175.26,,65.771,30,21,2,53,FIG0078
2406,Zachary,Micklewright,,Southpaw,,182.88,187.96,70.307,15,3,0,18,FIG1766
2407,Kristof,Midoux,The Hurricane,Orthodox,,185.42,,99.79,6,10,0,16,FIG2067
2408,Keith,Mielke,,,,172.72,,83.915,0,5,0,5,FIG3759
2409,Chris,Mierzwiak,,,,185.42,,83.915,5,3,0,8,FIG3353
2410,Gabriel,Miglioli,Biel,,,172.72,,77.111,9,9,0,18,FIG1775
2411,Bojan,Mihajlovic,,Orthodox,,180.34,185.42000000000002,92.986,10,6,0,16,FIG2071
2412,Billy,Miles,The Kid,Orthodox,,177.8,,77.111,2,2,0,4,FIG3839
2413,Pat,Miletich,The Croatian Sensation,Orthodox,,177.8,,77.111,29,7,2,38,FIG0290
2414,Curtis,Millender,Curtious,Orthodox,,187.96,193.04,77.111,17,5,0,22,FIG1211
2415,Phillip,Miller,,Orthodox,,180.34,,83.915,16,0,0,16,FIG2077
2416,Jason,Miller,Mayhem,Orthodox,,185.42,,83.915,23,10,0,33,FIG0469
2417,Dan,Miller,,Orthodox,,185.42,187.96,83.915,14,8,0,22,FIG1213
2418,Jim,Miller,A-10,Southpaw,,172.72,180.34,70.307,36,17,0,53,FIG0077
2419,Cole,Miller,Magrinho,Orthodox,,185.42,185.42000000000002,65.771,21,11,0,32,FIG0489
2420,Henry,Miller,Sentoryu,Southpaw,,170.18,,122.47,6,16,0,22,FIG1215
2421,Micah,Miller,Maverick,Orthodox,,182.88,,65.771,20,8,0,28,FIG0736
2422,Aaron,Miller,Blood Spiller,,,175.26,,65.771,14,10,0,24,FIG1021
2423,Mo,Miller,Moshow,Orthodox,,172.72,182.88,61.235,6,0,0,6,FIG3536
2424,Juliana,Miller,Killer,Orthodox,,170.18,167.64000000000001,56.699,4,3,0,7,FIG3476
2425,Eddy,Millis,,,,185.42,,83.915,0,2,0,2,FIG3976
2426,Che,Mills,Beautiful,Orthodox,,185.42,193.04,77.111,16,10,0,26,FIG0895
2427,Adam,Milstead,The Prototype,Orthodox,,190.5,193.04,92.986,8,4,0,12,FIG2659
2428,Alberto,Mina,Soldier of God,Orthodox,,182.88,195.58,77.111,13,1,0,14,FIG2242
2429,Vitaly,Minakov,,,,187.96,,112.944,20,0,0,20,FIG1438
2430,Darrick,Minner,,Orthodox,,170.18,175.26,65.771,26,14,0,40,FIG0246
2431,Mike,Minniger,,,,,,,0,0,0,0,FIG4084
2432,Ikuhisa,Minowa,Minowaman,Orthodox,,175.26,,82.1,60,42,8,110,FIG0005
2433,Carlton,Minus,Clutch,Orthodox,,177.8,190.5,77.111,10,3,0,13,FIG2523
2434,Stipe,Miocic,,Orthodox,,193.04,203.2,108.862,20,4,0,24,FIG0993
2435,Frank,Mir,,Southpaw,,190.5,200.66,119.748,18,11,0,29,FIG0676
2436,Juan,Miranda,,,,,,70.307,7,5,0,12,FIG2635
2437,Mario,Miranda,,Orthodox,,190.5,187.96,83.915,14,7,0,21,FIG1358
2438,Vitor,Miranda,Lex Luthor,Orthodox,,185.42,195.58,83.915,12,5,0,17,FIG1850
2439,Gabriel,Miranda,Fly,Orthodox,,180.34,180.34,65.771,17,6,0,23,FIG1101
2440,Damir,Mirenic,Wolf,Orthodox,,182.88,,83.915,9,4,0,13,FIG2516
2441,Kazuo,Misaki,Hitman,Orthodox,,172.72,,83.007,25,11,2,38,FIG0284
2442,Toby,Misech,2 Quick,Southpaw,,172.72,,65.771,9,5,0,14,FIG2283
2443,Dokonjonosuke,Mishima,,Southpaw,,170.18,,70.307,21,7,2,30,FIG0596
2444,Felix Lee,Mitchell,,Orthodox,,,,,2,7,0,9,FIG3221
2445,David,Mitchell,Daudi,Orthodox,,182.88,190.5,77.111,22,7,0,29,FIG0657
2446,Danny,Mitchell,The Cheesecake Assassin,Orthodox,,187.96,,77.111,19,9,1,29,FIG0631
2447,Brad,Mitchell,,,,180.34,,65.771,4,2,0,6,FIG3625
2448,Clay,Mitchell,,,,187.96,,83.915,1,2,0,3,FIG3872
2449,Bryce,Mitchell,Thug Nasty,Southpaw,,177.8,177.8,65.771,15,2,0,17,FIG1827
2450,Maurice,Mitchell,The AK Kid,Orthodox,,175.26,,65.771,11,2,0,13,FIG2519
2451,Terrence,Mitchell,,Orthodox,,177.8,187.96,61.235,14,4,0,18,FIG1830
2452,Roman,Mitichyan,,Orthodox,,177.8,,77.111,8,3,0,11,FIG2817
2453,Matt,Mitrione,,Switch,,190.5,208.28,120.202,12,5,0,17,FIG1855
2454,Eiji,Mitsuoka,,Southpaw,,170.18,,65.771,18,9,2,29,FIG0637
2455,Hiromitsu,Miura,,Orthodox,,175.26,180.34,77.111,12,7,0,19,FIG1523
2456,Jonathan,Mix,,,,182.88,,76.203,7,4,0,11,FIG2813
2457,Tomoya,Miyashita,,Southpaw,,170.18,,63.049,17,9,7,33,FIG0450
2458,Kazuyuki,Miyata,,Orthodox,,172.72,,63.049,15,9,0,24,FIG1011
2459,Motoki,Miyazawa,,Southpaw,,180.34,,76.203,7,3,0,10,FIG2993
2460,Takeya,Mizugaki,,Orthodox,,170.18,175.26,61.235,21,11,2,34,FIG0410
2461,Mizuki,,,Orthodox,,160.02,165.1,52.163,14,6,0,20,FIG1441
2462,Tatsuya,Mizuno,,Southpaw,,185.42,,92.986,16,12,1,29,FIG0634
2463,Roxanne,Modafferi,The Happy Warrior,Orthodox,,170.18,175.26,56.699,25,21,0,46,FIG0144
2464,Bobby,Moffett,The Wolfman,Orthodox,,177.8,185.42000000000002,65.771,13,5,0,18,FIG1740
2465,Bronson,Mohika,,,,,,61.235,1,1,0,2,FIG3957
2466,Nate,Mohr,,Orthodox,,175.26,182.88,70.307,9,7,0,16,FIG1945
2467,Renato,Moicano,,Orthodox,,180.34,182.88,70.307,17,5,1,23,FIG1070
2468,Thiago,Moises,,Orthodox,,175.26,177.8,70.307,17,7,0,24,FIG1007
2469,Muhammad,Mokaev,The Punisher,Orthodox,,170.18,177.8,56.699,10,0,0,10,FIG2988
2470,Ashkan,Mokhtarian,The Assassin,Southpaw,,167.64000000000001,170.18,56.699,13,3,0,16,FIG1944
2471,Suman,Mokhtarian,,Orthodox,,172.72,182.88,65.771,8,5,0,13,FIG2489
2472,Dan,Molina,,,,177.8,,97.976,13,9,0,22,FIG1226
2473,Jeff,Molina,El Jefe,Orthodox,,167.64000000000001,175.26,56.699,11,2,0,13,FIG2495
2474,Rudyard,Moncayo,,Orthodox,,177.8,,88.45,0,3,0,3,FIG3871
2475,Hidetaka,Monma,,Orthodox,,182.88,,76.203,18,11,4,33,FIG0473
2476,Jeff,Monson,The Snowman,Orthodox,,175.26,187.96,112.037,60,26,1,87,FIG0012
2477,Darrell,Montague,Mongoose,Southpaw,,167.64000000000001,170.18,56.699,13,5,0,18,FIG1760
2478,Andrew,Montanez,,,,,,83.915,9,12,1,22,FIG1227
2479,Augusto,Montano,Dodger,Orthodox,,185.42,185.42000000000002,77.111,15,3,0,18,FIG1741
2480,Erick,Montano,Perry,Orthodox,,182.88,185.42000000000002,77.111,7,5,0,12,FIG2687
2481,Nicco,Montano,,Southpaw,,165.1,165.1,61.235,5,3,0,8,FIG3315
2482,Alberto,Montes,The Promise,,,170.18,,61.235,4,0,0,4,FIG3842
2483,Steve,Montgomery,The Creepy Weasel,Southpaw,,193.04,,83.915,9,5,0,14,FIG2353
2484,James,Moontasri,Moon Walker,Switch,,177.8,180.34,77.111,9,5,0,14,FIG2352
2485,Homer,Moore,The Rock,Orthodox,,177.8,,92.986,26,9,2,37,FIG0304
2486,Todd,Moore,,Southpaw,,175.26,180.34,77.111,16,7,0,23,FIG1072
2487,Nate,Moore,,,,182.88,,77.111,8,4,0,12,FIG2674
2488,Dustin,Moore,,,,162.56,,56.699,0,2,0,2,FIG3974
2489,Taylor,Moore,,Southpaw,,177.8,177.8,61.235,10,5,0,15,FIG2201
2490,Sergio,Moraes,The Panther,Orthodox,,182.88,182.88,77.111,14,6,1,21,FIG1357
2491,Marlon,Moraes,Magic,Orthodox,,167.64000000000001,170.18,61.235,23,10,1,34,FIG0400
2492,Sheymon,Moraes,,Orthodox,,172.72,182.88,65.771,11,4,0,15,FIG2202
2493,John,Moraga,,Orthodox,,167.64000000000001,167.64000000000001,56.699,19,7,0,26,FIG0884
2494,Ricardo,Morais,The Mutant,Orthodox,,203.2,,122.47,10,4,1,15,FIG2204
2495,Leonardo,Morales,Chimy,Southpaw,,172.72,,61.235,6,2,0,8,FIG3369
2496,Albert,Morales,The Warrior,Orthodox,,175.26,182.88,61.235,7,4,1,12,FIG2680
2497,Joseph,Morales,,Switch,,167.64000000000001,175.26,56.699,9,2,0,11,FIG2762
2498,Vince,Morales,Vandetta,Orthodox,,175.26,177.8,61.235,11,7,0,18,FIG1754
2499,Omar,Morales,Venezuelan Fighter,Orthodox,,180.34,185.42000000000002,70.307,11,4,0,15,FIG2206
2500,Michael,Morales,,Orthodox,,182.88,200.66,77.111,15,0,0,15,FIG2196
2501,Sarah,Moras,Cheesecake,Orthodox,,170.18,170.18,61.235,6,8,0,14,FIG2358
