,First,Last,Nickname,total_fights,full_name_conference,fighters_id
3076,Maria,Rios,,5,MariaRios,FIG3673
3003,Hussain,Rasouli,,5,HussainRasouli,FIG3672
43,Brett,Albee,,5,BrettAlbee,FIG3671
2626,Bo,Nickal,,5,BoNickal,FIG3670
3004,David,Rasouri,,5,DavidRasouri,FIG3669
2639,Yosuke,Nishijima,,5,YosukeNishijima,FIG3668
47,Aleksandra,Albu,Stitch,5,AleksandraAlbuStitch,FIG3667
275,Michel,Batista,,5,MichelBatista,FIG3666
3980,Karl,Willis,,5,KarlWillis,FIG3665
4,Hamdy,Abdelwahab,The Hammer,5,HamdyAbdelwahabThe Hammer,FIG3664
1519,Jose,Henrique,Canela,6,JoseHenriqueCanela,FIG3663
1579,Rex,Holman,Big Dog,6,RexHolmanBig Dog,FIG3662
542,Ronaldo,Candido,Pacman,6,RonaldoCandidoPacman,FIG3661
1523,TJ,Hepburn,The Carnivore,6,TJHepburnThe Carnivore,FIG3660
1572,Chris,Holdsworth,,6,ChrisHoldsworth,FIG3659
3468,David,Smith,,6,DavidSmith,FIG3658
3428,Janaina,Silva,Jana-Iron-Hand,6,JanainaSilvaJana-Iron-Hand,FIG3657
550,Paul,Capaldo,,6,PaulCapaldo,FIG3656
3075,Rafael,Rios,,6,RafaelRios,FIG3655
3089,Theo,Rlayang,Jungle King,6,TheoRlayangJungle King,FIG3654
173,Matt,Arroyo,No Regard,6,MattArroyoNo Regard,FIG3653
1828,Jinnosuke,Kashimura,,6,JinnosukeKashimura,FIG3652
3083,Jonathan,Rivera,,6,JonathanRivera,FIG3651
1605,Jamey-Lyn,Horth,,6,Jamey-LynHorth,FIG3650
3436,Sim,Kai Xiong,Kobra,6,SimKai XiongKobra,FIG3649
1536,Chris,Herrera,The Crusher,6,ChrisHerreraThe Crusher,FIG3648
3159,Hilarie,Rose,,6,HilarieRose,FIG3647
247,Danny,Barlow,LeftHand2God,6,DannyBarlowLeftHand2God,FIG3646
1708,Louis,Jauregui,,6,LouisJauregui,FIG3645
1760,Marcus,Jones,The Darkness,6,MarcusJonesThe Darkness,FIG3644
577,Scott,Carson,,6,ScottCarson,FIG3643
3249,Raul,Sandoval,,6,RaulSandoval,FIG3642
3252,Chris,Sanford,,6,ChrisSanford,FIG3641
3149,Juancamilo,Ronderos,100,6,JuancamiloRonderos100,FIG3640
597,Tim,Catalfo,Obake,6,TimCatalfoObake,FIG3639
1683,Kevin,Jackson,,6,KevinJackson,FIG3638
3370,Jason,Sharp,,6,JasonSharp,FIG3637
1681,Hiroshi,Izumi,,6,HiroshiIzumi,FIG3636
3253,Roldan,Sangcha'an,The Executioner,6,RoldanSangcha'anThe Executioner,FIG3635
3138,Max,Rohskopf,Rated R,6,MaxRohskopfRated R,FIG3634
3306,Brandon,Sayles,Man of War,6,BrandonSaylesMan of War,FIG3633
3137,Pete,Rogers Jr.,The Heat,6,PeteRogers Jr.The Heat,FIG3632
560,Ronald,Carillo,,6,RonaldCarillo,FIG3631
3132,Pete,Rodriguez,Dead Game,6,PeteRodriguezDead Game,FIG3630
1804,Emily,Kagan,,6,EmilyKagan,FIG3629
1750,Taylor,Johnson,Tombstone,6,TaylorJohnsonTombstone,FIG3628
237,Shauna,Bannon,Mama B,6,ShaunaBannonMama B,FIG3627
1616,Hu,Yaozong,Totoro,6,HuYaozongTotoro,FIG3626
2442,Brad,Mitchell,,6,BradMitchell,FIG3625
3550,Lucas,Stark,,6,LucasStark,FIG3624
1084,Kelly,Faszholz,,6,KellyFaszholz,FIG3623
3904,Erick,Wanderlei,,6,ErickWanderlei,FIG3622
1065,Neal,Ewing,,6,NealEwing,FIG3621
1055,Scott,Ettling,,6,ScottEttling,FIG3620
1039,Chel,Erwin-Davis,The First Sun,6,ChelErwin-DavisThe First Sun,FIG3619
1024,Kevin,Engel,The Hitman,6,KevinEngelThe Hitman,FIG3618
1023,Marius,Enache,,6,MariusEnache,FIG3617
3912,Charlie,Ward,,6,CharlieWard,FIG3616
3916,Merritt,Warren,,6,MerrittWarren,FIG3615
39,Herdem,Alacabek,,6,HerdemAlacabek,FIG3614
3926,Blake,Watkins,,6,BlakeWatkins,FIG3613
775,Hugo,Cunha,Silverback,6,HugoCunhaSilverback,FIG3612
776,Alton,Cunningham,The Bo-Man,6,AltonCunninghamThe Bo-Man,FIG3611
3928,Maka,Watson,,6,MakaWatson,FIG3610
959,Kelly,Dullanty,Psycho,6,KellyDullantyPsycho,FIG3609
958,Isaac,Dulgarian,The Midwest Choppa,6,IsaacDulgarianThe Midwest Choppa,FIG3608
3962,Orlando,Wiet,The Gladiator,6,OrlandoWietThe Gladiator,FIG3607
22,Marcelo,Aguiar,,6,MarceloAguiar,FIG3606
907,Anthony,Do,,6,AnthonyDo,FIG3605
4009,Eric,Wray,,6,EricWray,FIG3604
4043,Tadao,Yasuda,,6,TadaoYasuda,FIG3603
9,Ricardo,Abreu,Demente,6,RicardoAbreuDemente,FIG3602
882,Blood,Diamond,,6,BloodDiamond,FIG3601
4074,Roger,Zapata,Viva,6,RogerZapataViva,FIG3600
4089,Yao,Zhikui,The Conqueror,6,YaoZhikuiThe Conqueror,FIG3599
3888,Andre,Walker,,6,AndreWalker,FIG3598
59,Irina,Alekseeva,Russian Ronda,6,IrinaAlekseevaRussian Ronda,FIG3597
1104,Scott,Ferrozzo,The Pitbull,6,ScottFerrozzoThe Pitbull,FIG3596
1120,Jesse,Finney,,6,JesseFinney,FIG3595
3557,Ricky,Steele,The Karate Kid,6,RickySteeleThe Karate Kid,FIG3594
3558,Eric,Steenberg,,6,EricSteenberg,FIG3593
142,Yoji,Anjo,Mr. 200%,6,YojiAnjoMr. 200%,FIG3592
139,Julius,Anglickas,,6,JuliusAnglickas,FIG3591
1413,John,Gunther,The Machine,6,JohnGuntherThe Machine,FIG3590
3623,Oumar,Sy,,6,OumarSy,FIG3589
3624,Bentley,Syler,Bolivia,6,BentleySylerBolivia,FIG3588
1863,Adam,Khaliev,,6,AdamKhaliev,FIG3587
1363,Neiman,Gracie,,6,NeimanGracie,FIG3586
3647,Payton,Talbott,,6,PaytonTalbott,FIG3585
3649,Murtaza,Talha,,6,MurtazaTalha,FIG3584
3659,Kasey,Tanner,,6,KaseyTanner,FIG3583
3487,Devin,Smyth,,6,DevinSmyth,FIG3582
3681,Taneisha,Tennant,Triple Threat,6,TaneishaTennantTriple Threat,FIG3581
695,Jonathan,Contrestano,JT,6,JonathanContrestanoJT,FIG3580
1316,Justin,Gonzales,J-Train,6,JustinGonzalesJ-Train,FIG3579
3713,Ryan,Tobar,,6,RyanTobar,FIG3578
3723,Carl,Toomey,,6,CarlToomey,FIG3577
1257,Karine,Gevorgyan,The Princess,6,KarineGevorgyanThe Princess,FIG3576
1251,Shamil,Gaziev,,6,ShamilGaziev,FIG3575
1211,Dave,Galera,Scarecrow,6,DaveGaleraScarecrow,FIG3574
3786,Logan,Urban,Hulk,6,LoganUrbanHulk,FIG3573
3830,Greg,Velasco,The Viking King,6,GregVelascoThe Viking King,FIG3572
1168,Gary,Frazier,,6,GaryFrazier,FIG3571
1131,Isi,Fitikefu,Doxz,6,IsiFitikefuDoxz,FIG3570
1129,Bryanna,Fissori,,6,BryannaFissori,FIG3569
693,Marcos,Conrado Jr.,,6,MarcosConrado Jr.,FIG3568
3634,Junior,Tafa,The Juggernaut,6,JuniorTafaThe Juggernaut,FIG3567
2050,Giacomo,Lemos,,6,GiacomoLemos,FIG3566
2755,Cyrillo,Padilha,,6,CyrilloPadilha,FIG3565
460,Stephanie,Bruna,Rondinha,6,StephanieBrunaRondinha,FIG3564
2168,Ilima,Macfarlane,,6,IlimaMacfarlane,FIG3563
349,Sherrard,Blackledge,The Thriller,6,SherrardBlackledgeThe Thriller,FIG3562
2841,Justin,Pennington,,6,JustinPennington,FIG3561
325,Anton,Berzin,The Body Snatcher,6,AntonBerzinThe Body Snatcher,FIG3560
347,Jason,Blackford,,6,JasonBlackford,FIG3559
2653,Tom,Nolan,Big Train,6,TomNolanBig Train,FIG3558
3002,Mitch,Raposo,,6,MitchRaposo,FIG3557
2679,Sean,O'Haire,,6,SeanO'Haire,FIG3556
1977,Tina,Lahdemaki,Jelly Bean,6,TinaLahdemakiJelly Bean,FIG3555
316,Keith,Berish,Sha Bang Bang,6,KeithBerishSha Bang Bang,FIG3554
2297,Connor,Matthews,The Controller,6,ConnorMatthewsThe Controller,FIG3553
1987,Aaron,Lanfranco,,6,AaronLanfranco,FIG3552
1989,Lionel,Lanham,,6,LionelLanham,FIG3551
2044,Cheyden,Leialoha,Steadfast,6,CheydenLeialohaSteadfast,FIG3550
506,Ian,Butler,,6,IanButler,FIG3549
2987,Jessica,Rakoczy,The Ragin',6,JessicaRakoczyThe Ragin',FIG3548
2093,Andre,Lima,Mascote,6,AndreLimaMascote,FIG3547
2034,Imani,Lee,,6,ImaniLee,FIG3546
2015,Jimmy,Lawson,Greedy,6,JimmyLawsonGreedy,FIG3545
2775,Yuri,Panferov,The Russian Polar Bear,6,YuriPanferovThe Russian Polar Bear,FIG3544
2955,Bubba,Pugh,,6,BubbaPugh,FIG3543
2214,Jeremy,Malaterre,,6,JeremyMalaterre,FIG3542
2228,Melchor,Manibusan,Barracuda,6,MelchorManibusanBarracuda,FIG3541
2216,Marvin,Maldonado,The Bulldog,6,MarvinMaldonadoThe Bulldog,FIG3540
2619,Jeff,Newton,,6,JeffNewton,FIG3539
519,Travis,Calanoc,The Dark Knight,6,TravisCalanocThe Dark Knight,FIG3538
2651,Talita,Nogueira,Treta,6,TalitaNogueiraTreta,FIG3537
2418,Mo,Miller,Moshow,6,MoMillerMoshow,FIG3536
2113,Christian,Lohsen,Hollywood,6,ChristianLohsenHollywood,FIG3535
2541,Olivier,Murad,Warrior of God,6,OlivierMuradWarrior of God,FIG3534
2389,Buck,Meredith,,6,BuckMeredith,FIG3533
531,Thomas,Campbell,,6,ThomasCampbell,FIG3532
3024,Zach,Reese,Savage,6,ZachReeseSavage,FIG3531
1910,Josefine,Knutsson,Thunder,6,JosefineKnutssonThunder,FIG3530
2530,Fazlo,Mulabitinovic,,6,FazloMulabitinovic,FIG3529
3010,Keenan,Raymond,,6,KeenanRaymond,FIG3528
1892,Mike,King,,6,MikeKing,FIG3527
2893,Mario,Piazzon,,6,MarioPiazzon,FIG3526
522,Taylor,Callens,,6,TaylorCallens,FIG3525
1940,Rene,Kronvold,,6,ReneKronvold,FIG3524
267,Dean,Barry,The Sniper,6,DeanBarryThe Sniper,FIG3523
2094,Miguel,Linares,,6,MiguelLinares,FIG3522
2894,Nick,Pica,The Silverback,6,NickPicaThe Silverback,FIG3521
2869,Tony,Petarra,,6,TonyPetarra,FIG3520
2527,Garrett,Mueller,,6,GarrettMueller,FIG3519
3709,Nolan,Ticman,,7,NolanTicman,FIG3518
1421,Horacio,Gutierrez,The Punisher,7,HoracioGutierrezThe Punisher,FIG3517
1364,Kron,Gracie,,7,KronGracie,FIG3516
324,Allen,Berube,Monstah Lobstah,7,AllenBerubeMonstah Lobstah,FIG3515
3615,Joel,Sutton,,7,JoelSutton,FIG3514
101,Jaime,Alvarez,,7,JaimeAlvarez,FIG3513
1298,Jonny,Goh,,7,JonnyGoh,FIG3512
1432,Yazan,Hajeh,Yazzle Dazzle,7,YazanHajehYazzle Dazzle,FIG3511
99,Sean,Alvarez,,7,SeanAlvarez,FIG3510
2118,Thomas,Longacre,,7,ThomasLongacre,FIG3509
665,RJ,Clifford,,7,RJClifford,FIG3508
3698,Joel,Thomas,The NIce Guy,7,JoelThomasThe NIce Guy,FIG3507
1403,Rainn,Guerrero,Purple Rainn,7,RainnGuerreroPurple Rainn,FIG3506
466,Dennis,Bryant,The Beard,7,DennisBryantThe Beard,FIG3505
2877,Ivana,Petrovic,,7,IvanaPetrovic,FIG3504
2795,Willie,Parks,Slick,7,WillieParksSlick,FIG3503
2834,Matej,Penaz,Money,7,MatejPenazMoney,FIG3502
3676,Shawn,Teed,,7,ShawnTeed,FIG3501
1337,Tresean,Gore,Mr. Vicious,7,TreseanGoreMr. Vicious,FIG3500
1338,Alex,Gorgees,Hitman,7,AlexGorgeesHitman,FIG3499
3665,Jeremy,Tavares,,7,JeremyTavares,FIG3498
1352,Ralph,Gracie,,7,RalphGracie,FIG3497
1374,Michael,Graves,,7,MichaelGraves,FIG3496
1357,Ryan,Gracie,,7,RyanGracie,FIG3495
2843,Jerron,Peoples,,7,JerronPeoples,FIG3494
2794,Mick,Parkin,,7,MickParkin,FIG3493
95,Rico,Altamirano,,7,RicoAltamirano,FIG3492
3072,Robbie,Ring,Razor,7,RobbieRingRazor,FIG3491
713,Clint,Coronel,,7,ClintCoronel,FIG3490
3909,Joshua,Wang-Kim,Twin Dragon,7,JoshuaWang-KimTwin Dragon,FIG3489
767,Emilio,Cuellar,Show Kid,7,EmilioCuellarShow Kid,FIG3488
1015,Aaron,Ely,The Cyborg,7,AaronElyThe Cyborg,FIG3487
953,Adin,Duenas,,7,AdinDuenas,FIG3486
951,Viktoriia,Dudakova,,7,ViktoriiaDudakova,FIG3485
945,Robert,Drysdale,,7,RobertDrysdale,FIG3484
937,Jordan,Dowdy,,7,JordanDowdy,FIG3483
790,Igor,Da Silva,,7,IgorDa Silva,FIG3482
791,Henrique,Da Silva Lopes,Montanha,7,HenriqueDa Silva LopesMontanha,FIG3481
899,Drew,Dimanlig,,7,DrewDimanlig,FIG3480
4040,Masutatsu,Yano,,7,MasutatsuYano,FIG3479
895,Kyle,Dietz,,7,KyleDietz,FIG3478
2525,Jamie,Moyle,,7,JamieMoyle,FIG3477
2419,Juliana,Miller,Killer,7,JulianaMillerKiller,FIG3476
2518,Juan,Mott,,7,JuanMott,FIG3475
4080,Craig,Zellner,Big Z,7,CraigZellnerBig Z,FIG3474
4083,Carlos,Zevallos,,7,CarlosZevallos,FIG3473
845,Isabela,de Padua,Belinha,7,Isabelade PaduaBelinha,FIG3472
4096,Igor,Zinoviev,Houdini,7,IgorZinovievHoudini,FIG3471
3905,Dimitiri,Wanderley,,7,DimitiriWanderley,FIG3470
1282,Eperaim,Ginting,The Wolfman,7,EperaimGintingThe Wolfman,FIG3469
1067,Edward,Faaloloto,,7,EdwardFaaloloto,FIG3468
1090,Kevin,Ferguson,Kimbo Slice,7,KevinFergusonKimbo Slice,FIG3467
3731,Abram,Torres,,7,AbramTorres,FIG3466
3737,Minoru,Toyonaga,,7,MinoruToyonaga,FIG3465
1262,Joe,Giannetti,,7,JoeGiannetti,FIG3464
1250,Manuel,Gaxhja,,7,ManuelGaxhja,FIG3463
3774,Takeru,Uchida,,7,TakeruUchida,FIG3462
2231,Marnic,Mann,The Sawed-Off Savage,7,MarnicMannThe Sawed-Off Savage,FIG3461
1218,Andre,Galvao,,7,AndreGalvao,FIG3460
3782,Jeremy,Umphries,,7,JeremyUmphries,FIG3459
1204,Magomed,Gadzhiyasulov,,7,MagomedGadzhiyasulov,FIG3458
2259,Justin,Martin,,7,JustinMartin,FIG3457
3836,Jerrel,Venetiaan,,7,JerrelVenetiaan,FIG3456
3841,Isis,Verbeek,Fight Queen,7,IsisVerbeekFight Queen,FIG3455
740,Nikk,Covert,The Brick,7,NikkCovertThe Brick,FIG3454
2716,Shana,Olsen,Rock Solid,7,ShanaOlsenRock Solid,FIG3453
3843,Joe,Veres,,7,JoeVeres,FIG3452
3847,Bryan,Vetell,,7,BryanVetell,FIG3451
341,Amaury,Bitetti,,7,AmauryBitetti,FIG3450
3865,Armando,Villarreal,La Lumbre,7,ArmandoVillarrealLa Lumbre,FIG3449
55,Hector,Aldana,,7,HectorAldana,FIG3448
3899,James,Wallace,Jesse,7,JamesWallaceJesse,FIG3447
1458,Shin,Haraguchi,,7,ShinHaraguchi,FIG3446
2157,Stevie,Lynch,,7,StevieLynch,FIG3445
3546,Cristina,Stanciu,Barbie,7,CristinaStanciuBarbie,FIG3444
3229,Dylan,Salvador,,7,DylanSalvador,FIG3443
282,Salvador,Becerra,,7,SalvadorBecerra,FIG3442
1688,Kenyon,Jackson,,7,KenyonJackson,FIG3441
2020,Thanh,Le,,7,ThanhLe,FIG3440
2970,Josh,Quinlan,Bushido,7,JoshQuinlanBushido,FIG3439
1672,Tokimitsu,Ishizawa,Kendo Ka Shin,7,TokimitsuIshizawaKendo Ka Shin,FIG3438
1662,Jorge,Interiano,,7,JorgeInteriano,FIG3437
3256,Jonathan,Santa Maria,,7,JonathanSanta Maria,FIG3436
3258,Shaheen,Santana,Shazam,7,ShaheenSantanaShazam,FIG3435
609,Jared,Chaffee,,7,JaredChaffee,FIG3434
3282,Luana,Santos,,7,LuanaSantos,FIG3433
497,George,Bush,,7,GeorgeBush,FIG3432
3316,Pat,Schilling,Thrilling,7,PatSchillingThrilling,FIG3431
615,Chelsea,Chandler,,7,ChelseaChandler,FIG3430
3317,Joe,Schilling,,7,JoeSchilling,FIG3429
2991,Steve,Ramirez,,7,SteveRamirez,FIG3428
3333,Greg,Scott,,7,GregScott,FIG3427
1721,Chan-Mi,Jeon,,7,Chan-MiJeon,FIG3426
512,Steve,Byrnes,The Sergeant,7,SteveByrnesThe Sergeant,FIG3425
3057,Matt,Ricehouse,,7,MattRicehouse,FIG3424
1903,Stefan,Klever,,7,StefanKlever,FIG3423
1904,Felix,Klinkhammer,,7,FelixKlinkhammer,FIG3422
1829,Nadia,Kassem,,7,NadiaKassem,FIG3421
1929,Steven,Koslow,Obi Won Shinobi The Pillow,7,StevenKoslowObi Won Shinobi The Pillow,FIG3420
551,Phil,Caracappa,The Hitman,7,PhilCaracappaThe Hitman,FIG3419
3019,Karl,Reed,No Worries,7,KarlReedNo Worries,FIG3418
1822,David,Kaplan,Diamond,7,DavidKaplanDiamond,FIG3417
3095,Joey,Roberts,,7,JoeyRoberts,FIG3416
1793,Anshul,Jubli,King of Lions,7,AnshulJubliKing of Lions,FIG3415
3142,Tim,Roman,,7,TimRoman,FIG3414
1775,Jacobi,Jones,Big Toe,7,JacobiJonesBig Toe,FIG3413
1771,Antonio,Jones,Doomsday,7,AntonioJonesDoomsday,FIG3412
571,Clayton,Carpenter,,7,ClaytonCarpenter,FIG3411
572,Gabriel,Carrasco,,7,GabrielCarrasco,FIG3410
3166,Kristian,Rothaermel,,7,KristianRothaermel,FIG3409
1598,Moti,Horenstein,,7,MotiHorenstein,FIG3408
602,Jacqueline,Cavalcanti,,7,JacquelineCavalcanti,FIG3407
167,Joey,Armstrong,,7,JoeyArmstrong,FIG3406
3478,Nate,Smith,The Savage,7,NateSmithThe Savage,FIG3405
1552,Alex,Higley,,7,AlexHigley,FIG3404
477,Francisco,Bueno,,7,FranciscoBueno,FIG3403
3479,Braxton,Smith,The Beautiful Monster,7,BraxtonSmithThe Beautiful Monster,FIG3402
2051,Christophe,Leninger,,7,ChristopheLeninger,FIG3401
1571,Sean,Holden,,7,SeanHolden,FIG3400
487,Justin,Burlinson,,7,JustinBurlinson,FIG3399
1514,Ron,Henderson,,7,RonHenderson,FIG3398
3532,Nick,Sperling,,7,NickSperling,FIG3397
489,Mikey,Burnett,The Eastside Assassin,7,MikeyBurnettThe Eastside Assassin,FIG3396
3441,Marlon,Sims,,7,MarlonSims,FIG3395
1468,Josiah,Harrell,Muscle Hamster,7,JosiahHarrellMuscle Hamster,FIG3394
164,Hashem,Arkhagha,,7,HashemArkhagha,FIG3393
170,Eli,Aronov,The Israeli Tank,7,EliAronovThe Israeli Tank,FIG3392
2075,Malik,Lewis,Hard Knock,7,MalikLewisHard Knock,FIG3391
3133,Nick,Roehrick,,8,NickRoehrick,FIG3390
2341,AJ,McKee,Mercenary,8,AJMcKeeMercenary,FIG3389
2347,Brian,McLaughlin,,8,BrianMcLaughlin,FIG3388
957,Jessamyn,Duke,The Gun,8,JessamynDukeThe Gun,FIG3387
2553,Patrick,Murphy,,8,PatrickMurphy,FIG3386
2390,Adam,Meredith,,8,AdamMeredith,FIG3385
1784,Jeff,Joslin,The Inferno,8,JeffJoslinThe Inferno,FIG3384
2368,Miika,Mehmet,,8,MiikaMehmet,FIG3383
2635,Jack,Nilson,,8,JackNilson,FIG3382
2602,Joe,Neal,Nine Lives,8,JoeNealNine Lives,FIG3381
2380,Augusto,Mendes,Tanquinho,8,AugustoMendesTanquinho,FIG3380
2358,Marquel,Mederos,,8,MarquelMederos,FIG3379
1769,Roshaun,Jones,,8,RoshaunJones,FIG3378
985,Roybert,Echeverria,The Unbroken,8,RoybertEcheverriaThe Unbroken,FIG3377
2615,Eduardo,Neves,Bebezao,8,EduardoNevesBebezao,FIG3376
3146,Anthony,Romero,The Genius,8,AnthonyRomeroThe Genius,FIG3375
2879,Peter,Petties,The Joker,8,PeterPettiesThe Joker,FIG3374
821,Lemont,Davis,,8,LemontDavis,FIG3373
2578,Rinya,Nakamura,Hybred,8,RinyaNakamuraHybred,FIG3372
3693,Nik,Theotikos,,8,NikTheotikos,FIG3371
1936,Steve,Kozola,,8,SteveKozola,FIG3370
2490,Leonardo,Morales,Chimy,8,LeonardoMoralesChimy,FIG3369
836,Chris,de la Rocha,,8,Chrisde la Rocha,FIG3368
1855,Waylon,Kennell,,8,WaylonKennell,FIG3367
2507,Peggy,Morgan,The Daywalker,8,PeggyMorganThe Daywalker,FIG3366
3044,Gaston,Reyno,Tonga,8,GastonReynoTonga,FIG3365
1847,Mayana,Kellem,,8,MayanaKellem,FIG3364
2103,Tainara,Lisboa,Thai Panther,8,TainaraLisboaThai Panther,FIG3363
1843,Ryan,Keenan,,8,RyanKeenan,FIG3362
1837,Canaan,Kawaihae,,8,CanaanKawaihae,FIG3361
3587,Jesse,Strader,Sui Generis,8,JesseStraderSui Generis,FIG3360
1433,Stoney,Hale,The Skuller,8,StoneyHaleThe Skuller,FIG3359
3936,Darian,Weeks,,8,DarianWeeks,FIG3358
2111,Dylan,Lockard,,8,DylanLockard,FIG3357
2084,Scott,Lighty,,8,ScottLighty,FIG3356
4002,Val,Woodburn,The Animal,8,ValWoodburnThe Animal,FIG3355
2528,Lauren,Mueller,Princess Tiger,8,LaurenMuellerPrincess Tiger,FIG3354
2404,Chris,Mierzwiak,,8,ChrisMierzwiak,FIG3353
2076,Chi,Lewis-Parry,Chopper,8,ChiLewis-ParryChopper,FIG3352
930,Felipe,dos Santos,Lipe Detona,8,Felipedos SantosLipe Detona,FIG3351
1815,Bharat,Kandare,Daring,8,BharatKandareDaring,FIG3350
3109,Damonte,Robinson,,8,DamonteRobinson,FIG3349
3970,Tedd,Williams,,8,TeddWilliams,FIG3348
2548,Samandar,Murodov,,8,SamandarMurodov,FIG3347
1051,Achilles,Estremadura,,8,AchillesEstremadura,FIG3346
4018,Rubens,Xavier,Macula,8,RubensXavierMacula,FIG3345
2549,Tom,Murphy,,8,TomMurphy,FIG3344
2657,Jan,Nortje,The Giant,8,JanNortjeThe Giant,FIG3343
1766,Ben,Jones,Blitzkrieg,8,BenJonesBlitzkrieg,FIG3342
3655,Jason,Tan,,8,JasonTan,FIG3341
2177,Ryan,Madigan,,8,RyanMadigan,FIG3340
3765,Nyamjargal,Tumendemberel,Art of Knockout,8,NyamjargalTumendemberelArt of Knockout,FIG3339
3754,Rei,Tsuruya,,8,ReiTsuruya,FIG3338
1254,Paul,Georgieff,,8,PaulGeorgieff,FIG3337
2788,HyunSung,Park,Peace of Mind,8,HyunSungParkPeace of Mind,FIG3336
1650,Yusuke,Imamura,,8,YusukeImamura,FIG3335
2789,Jae Hyun,Park,The First Prospect,8,Jae HyunParkThe First Prospect,FIG3334
3725,Anthony,Torres,The Crush,8,AnthonyTorresThe Crush,FIG3333
2950,Cole,Province,,8,ColeProvince,FIG3332
1636,Adam,Hunter,Warhammer,8,AdamHunterWarhammer,FIG3331
3255,Martin,Sano,Spartan,8,MartinSanoSpartan,FIG3330
3404,Paulo Cesar,Silva,Giant,8,Paulo CesarSilvaGiant,FIG3329
3684,David,Terrell,The Soul Assassin,8,DavidTerrellThe Soul Assassin,FIG3328
3393,Ronal,Siahaan,Naga Sakti,8,RonalSiahaanNaga Sakti,FIG3327
1626,Mark,Hughes,,8,MarkHughes,FIG3326
3714,Andrew,Todhunter,The Sniper,8,AndrewTodhunterThe Sniper,FIG3325
1307,Joey,Gomez,KO King,8,JoeyGomezKO King,FIG3324
2965,Gary,Quan,,8,GaryQuan,FIG3323
1622,Alex,Huddleston,The Shaved Gorilla,8,AlexHuddlestonThe Shaved Gorilla,FIG3322
2188,Brandon,Magana,,8,BrandonMagana,FIG3321
1309,Joey,Gomez,,8,JoeyGomez,FIG3320
1310,Edson,Gomez,,8,EdsonGomez,FIG3319
2951,Daniel,Puder,,8,DanielPuder,FIG3318
1631,Bryan,Humes,,8,BryanHumes,FIG3317
1237,Elias,Garcia,,8,EliasGarcia,FIG3316
2476,Nicco,Montano,,8,NiccoMontano,FIG3315
3431,Danny,Silva,Puma,8,DannySilvaPuma,FIG3314
1957,Ramazan,Kuramagomedov,,8,RamazanKuramagomedov,FIG3313
3158,Raul,Rosas Jr.,El Nino Problema,8,RaulRosas Jr.El Nino Problema,FIG3312
3383,Wes,Shivers,,8,WesShivers,FIG3311
2658,Scott,Norton,Hollywood,8,ScottNortonHollywood,FIG3310
2994,Andrew,Ramm,The,8,AndrewRammThe,FIG3309
1756,Daniel,Jolly,The Werewolf of Texas,8,DanielJollyThe Werewolf of Texas,FIG3308
1751,Chad,Johnson,Big Rigg,8,ChadJohnsonBig Rigg,FIG3307
2993,Mitch,Ramirez,,8,MitchRamirez,FIG3306
3162,Kevin,Rosier,,8,KevinRosier,FIG3305
2696,Takayuki,Okada,Giant Ochiai,8,TakayukiOkadaGiant Ochiai,FIG3304
3854,Tamires,Vidal,Tractor,8,TamiresVidalTractor,FIG3303
1731,Carls,John De Tomas,,8,CarlsJohn De Tomas,FIG3302
2698,JJ,Okanovich,The Bosnian Bomber,8,JJOkanovichThe Bosnian Bomber,FIG3301
1124,Nick,Fiore,,8,NickFiore,FIG3300
2074,Brandon,Lewis,,8,BrandonLewis,FIG3299
2065,Leah,Letson,Nidas,8,LeahLetsonNidas,FIG3298
3222,Gabriel,Salinas-Jones,,8,GabrielSalinas-Jones,FIG3297
2062,Brock,Lesnar,,8,BrockLesnar,FIG3296
1693,Richard,Jacobi,,8,RichardJacobi,FIG3295
2092,Mabelly,Lima,,8,MabellyLima,FIG3294
2275,Melissa,Martinez,Super Mely,8,MelissaMartinezSuper Mely,FIG3293
2752,Angel,Pacheco,,8,AngelPacheco,FIG3292
2264,Michal,Martinek,,8,MichalMartinek,FIG3291
1999,Ryan,Larson,,8,RyanLarson,FIG3290
2946,Brent,Primus,,8,BrentPrimus,FIG3289
3147,Kaleio,Romero,KO,8,KaleioRomeroKO,FIG3288
1163,John,Franchi,,8,JohnFranchi,FIG3287
0,Tom,Aaron,,8,TomAaron,FIG3286
29,Nick,Aguirre,Slick,8,NickAguirreSlick,FIG3285
647,Steven,Ciaccio,Stryker,8,StevenCiaccioStryker,FIG3284
314,Kenneth,Bergh,,8,KennethBergh,FIG3283
315,Bret,Bergmark,The Angry Hick,8,BretBergmarkThe Angry Hick,FIG3282
513,Michael,Byrnes,,8,MichaelByrnes,FIG3281
17,Zarrukh,Adashev,The Lion,8,ZarrukhAdashevThe Lion,FIG3280
243,Dione,Barbosa,The Witch,8,DioneBarbosaThe Witch,FIG3279
796,Richard,Dalton,,8,RichardDalton,FIG3278
704,Amanda,Cooper,ABC,8,AmandaCooperABC,FIG3277
386,Calen,Born,,8,CalenBorn,FIG3276
651,Nikolajus,Cilkinas,,8,NikolajusCilkinas,FIG3275
765,Timothy,Cuamba,Twilight,8,TimothyCuambaTwilight,FIG3274
53,Gilbert,Aldana,El Peligro,8,GilbertAldanaEl Peligro,FIG3273
