,First,Last,Nickname,total_fights,full_name_conference,fighters_id
3852,Vitor,Vianna,,16,VitorVianna,FIG1985
726,Paulo,Costa,The Eraser,16,PauloCostaThe Eraser,FIG1984
1225,Ariel,Gandulla,,16,ArielGandulla,FIG1983
2512,Brad,Morris,,16,BradMorris,FIG1982
3691,Brandon,Thatch,Rukus,16,BrandonThatchRukus,FIG1981
2617,Nick,Newell,Notorious,16,NickNewellNotorious,FIG1980
728,Alessandro,Costa,Nono,16,AlessandroCostaNono,FIG1979
3699,Treston,Thomison,,16,TrestonThomison,FIG1978
3706,Josh,Thornburg,,16,JoshThornburg,FIG1977
61,Jim,Alers,The Beast,16,JimAlersThe Beast,FIG1976
3376,Katsuyori,Shibata,,16,KatsuyoriShibata,FIG1975
2636,Mats,Nilsson,,16,MatsNilsson,FIG1974
1724,Baergeng,Jieleyisi,,16,BaergengJieleyisi,FIG1973
195,Olivier,Aubin-Mercier,The Canadian Gangster,16,OlivierAubin-MercierThe Canadian Gangster,FIG1972
1986,Austen,Lane,,16,AustenLane,FIG1971
2953,Claudio,Puelles,Prince of Peru,16,ClaudioPuellesPrince of Peru,FIG1970
3331,Justin,Scoggins,,16,JustinScoggins,FIG1969
865,Chris,Dempsey,,16,ChrisDempsey,FIG1968
933,David,Douglas,Tarzan,16,DavidDouglasTarzan,FIG1967
3342,Stefan,Sekulic,,16,StefanSekulic,FIG1966
3232,Josh,Sampo,The Gremlin,16,JoshSampoThe Gremlin,FIG1965
2967,Nate,Quarry,Rock,16,NateQuarryRock,FIG1964
1812,Shuya,Kamikubo,Stealth,16,ShuyaKamikuboStealth,FIG1963
585,Kevin,Casey,King,16,KevinCaseyKing,FIG1962
284,Jeff,Bedard,Little Popeye,16,JeffBedardLittle Popeye,FIG1961
220,Mehdi,Baghdad,The Sultan,16,MehdiBaghdadThe Sultan,FIG1960
1617,Carlos,Huachin,Perro Malo,16,CarlosHuachinPerro Malo,FIG1959
1739,Ricky,Johnson,,16,RickyJohnson,FIG1958
4030,Hiroko,Yamanaka,Cat's Eye,16,HirokoYamanakaCat's Eye,FIG1957
3218,Roman,Salazar,El Gallito,16,RomanSalazarEl Gallito,FIG1956
3319,Adam,Schindler,,16,AdamSchindler,FIG1955
1652,Nassourdine,Imavov,,16,NassourdineImavov,FIG1954
2128,Jorge,Lopez,,16,JorgeLopez,FIG1953
3285,Daniel,Sarafian,,16,DanielSarafian,FIG1952
3286,Jeka,Saragih,,16,JekaSaragih,FIG1951
3293,Paul,Sass,,16,PaulSass,FIG1950
2547,Vince,Murdock,,16,VinceMurdock,FIG1949
1825,Alex,Karalexis,The Assassin,16,AlexKaralexisThe Assassin,FIG1948
917,Cameron,Dollar,,16,CameronDollar,FIG1947
3121,Manuel,Rodriguez,Chalate,16,ManuelRodriguezChalate,FIG1946
2461,Nate,Mohr,,16,NateMohr,FIG1945
2465,Ashkan,Mokhtarian,The Assassin,16,AshkanMokhtarianThe Assassin,FIG1944
2929,Dylan,Potter,Big Poppa,16,DylanPotterBig Poppa,FIG1943
4014,Marcin,Wrzosek,The Polish Zombie,16,MarcinWrzosekThe Polish Zombie,FIG1942
3315,Samy,Schiavo,,16,SamySchiavo,FIG1941
215,Abdul Azeem,Badakhshi,The Afghan Lion,16,Abdul AzeemBadakhshiThe Afghan Lion,FIG1940
2949,Joe,Proctor,,16,JoeProctor,FIG1939
2923,Grigory,Popov,,16,GrigoryPopov,FIG1938
1747,Timothy,Johnson,,16,TimothyJohnson,FIG1937
3279,Edivan,Santos,Pe De Sapo,16,EdivanSantosPe De Sapo,FIG1936
3362,Edmen,Shahbazyan,The Golden Boy,16,EdmenShahbazyanThe Golden Boy,FIG1935
2010,Tom,Lawlor,Filthy,16,TomLawlorFilthy,FIG1934
2007,Chatt,Lavender,,16,ChattLavender,FIG1933
4049,Hirotaka,Yokoi,Kaibatsu-Kun,16,HirotakaYokoiKaibatsu-Kun,FIG1932
1969,Daniel,Lacerda,Miojo,16,DanielLacerdaMiojo,FIG1931
3366,Kamal,Shalorus,Prince of Persia,16,KamalShalorusPrince of Persia,FIG1930
4039,Jianping,Yang,,16,JianpingYang,FIG1929
891,Adrian,Diaz,,16,AdrianDiaz,FIG1928
2557,Khalid,Murtazaliev,,16,KhalidMurtazaliev,FIG1927
3204,Jason,Saggo,,16,JasonSaggo,FIG1926
1596,Chase,Hooper,The Dream,16,ChaseHooperThe Dream,FIG1925
563,Antonio,Carlos Junior,Cara de Sapato,16,AntonioCarlos JuniorCara de Sapato,FIG1924
4038,Dongi,Yang,The Ox,16,DongiYangThe Ox,FIG1923
4048,Ashley,Yoder,SpiderMonkey,16,AshleyYoderSpiderMonkey,FIG1922
1609,Jeff,Hougland,Hellbound,16,JeffHouglandHellbound,FIG1921
870,Mackenzie,Dern,,16,MackenzieDern,FIG1920
189,Tom,Aspinall,,16,TomAspinall,FIG1919
2127,Federico,Lopez,Kiko,16,FedericoLopezKiko,FIG1918
3207,Lukasz,Sajewski,Wookie,16,LukaszSajewskiWookie,FIG1917
3351,Ivan,Serati,,16,IvanSerati,FIG1916
1291,Mark,Godbeer,The Hand Of,17,MarkGodbeerThe Hand Of,FIG1915
743,Jeff,Cox,The Grinder,17,JeffCoxThe Grinder,FIG1914
291,Mirsad,Bektic,,17,MirsadBektic,FIG1913
3611,Kyu,Sung Kim,,17,KyuSung Kim,FIG1912
859,Jack,Della Maddalena,,17,JackDella Maddalena,FIG1911
1805,Oron,Kahlon,,17,OronKahlon,FIG1910
2986,Aleksandar,Rakic,,17,AleksandarRakic,FIG1909
2276,Wagner da Conceicao,Martins,Zuluzinho,17,Wagner da ConceicaoMartinsZuluzinho,FIG1908
1893,Kyle,Kingsbury,Kingsbu,17,KyleKingsburyKingsbu,FIG1907
3605,Naho,Sugiyuma,Sugi Rock,17,NahoSugiyumaSugi Rock,FIG1906
1886,SangWon,Kim,No Problem,17,SangWonKimNo Problem,FIG1905
3778,Andy,Uhrich,,17,AndyUhrich,FIG1904
3273,Bruno,Santos,Carioca,17,BrunoSantosCarioca,FIG1903
348,Tom,Blackledge,,17,TomBlackledge,FIG1902
1295,Allan,Goes,,17,AllanGoes,FIG1901
1297,Amiran,Gogoladze,,17,AmiranGogoladze,FIG1900
1924,Andrei,Kopylov,,17,AndreiKopylov,FIG1899
2063,Frank,Lester,,17,FrankLester,FIG1898
562,Don,Carlo-Clauss,,17,DonCarlo-Clauss,FIG1897
1143,Caros,Fodor,The Future,17,CarosFodorThe Future,FIG1896
437,Antwain,Britt,The Juggernaut,17,AntwainBrittThe Juggernaut,FIG1895
1833,Brad,Katona,Superman,17,BradKatonaSuperman,FIG1894
2066,Justin,Levens,The Executioner,17,JustinLevensThe Executioner,FIG1893
2989,Hector,Ramirez,Sick Dog,17,HectorRamirezSick Dog,FIG1892
129,Tatsuya,Ando,,17,TatsuyaAndo,FIG1891
3160,Jake,Rosholt,,17,JakeRosholt,FIG1890
3068,Jason,Riley,The Juggernaut,17,JasonRileyThe Juggernaut,FIG1889
4013,Jordan,Wright,The Beverly Hills Ninja,17,JordanWrightThe Beverly Hills Ninja,FIG1888
896,Seth,Dikun,,17,SethDikun,FIG1887
3230,Josh,Samman,Anqa,17,JoshSammanAnqa,FIG1886
1807,Sirwan,Kakai,Zohan,17,SirwanKakaiZohan,FIG1885
3845,CJ,Vergara,,17,CJVergara,FIG1884
3227,John,Salter,,17,JohnSalter,FIG1883
4056,Kaitlin,Young,,17,KaitlinYoung,FIG1882
1208,Mitch,Gagnon,,17,MitchGagnon,FIG1881
730,Davi,Costa,O Black,17,DaviCostaO Black,FIG1880
530,Mike,Campbell,The Beast,17,MikeCampbellThe Beast,FIG1879
1994,TJ,Laramie,,17,TJLaramie,FIG1878
3831,Cain,Velasquez,,17,CainVelasquez,FIG1877
802,Batgerel,Danaa,Storm,17,BatgerelDanaaStorm,FIG1876
3819,Kazula,Vargas,,17,KazulaVargas,FIG1875
1992,Chad,Laprise,The Disciple,17,ChadLapriseThe Disciple,FIG1874
1063,Movsar,Evloev,,17,MovsarEvloev,FIG1873
1720,Kyle,Jensen,,17,KyleJensen,FIG1872
1814,Koya,Kanda,Bushido,17,KoyaKandaBushido,FIG1871
127,Derek,Anderson,Barbaric,17,DerekAndersonBarbaric,FIG1870
2981,Josh,Rafferty,,17,JoshRafferty,FIG1869
568,Ariane,Carnelossi,Sorriso,17,ArianeCarnelossiSorriso,FIG1868
2049,Amanda,Lemos,,17,AmandaLemos,FIG1867
2540,Andy,Murad,The Tooth Fairy,17,AndyMuradThe Tooth Fairy,FIG1866
2288,Eduardo,Matias Torres,Cyborg,17,EduardoMatias TorresCyborg,FIG1865
287,Rolando,Bedoya,The Machine,17,RolandoBedoyaThe Machine,FIG1864
337,Scott,Bills,,17,ScottBills,FIG1863
3857,Ketlen,Vieira,Fenomeno,17,KetlenVieiraFenomeno,FIG1862
3671,Louis,Taylor,Handgunz,17,LouisTaylorHandgunz,FIG1861
1806,Kaiwen,,The Underdog,17,KaiwenThe Underdog,FIG1860
2984,Shavkat,Rakhmonov,Nomad,17,ShavkatRakhmonovNomad,FIG1859
112,Rayanne,Amanda,,17,RayanneAmanda,FIG1858
110,Adlan,Amagov,Borz,17,AdlanAmagovBorz,FIG1857
508,Jesse,Butler,,17,JesseButler,FIG1856
2448,Matt,Mitrione,,17,MattMitrione,FIG1855
1343,Thibault,Gouti,GT,17,ThibaultGoutiGT,FIG1854
518,Priscila,Cachoeira,Zombie Girl,17,PriscilaCachoeiraZombie Girl,FIG1853
3012,Abdul,Razak Alhassan,,17,AbdulRazak Alhassan,FIG1852
1489,Phil,Hawes,No Hype,17,PhilHawesNo Hype,FIG1851
2433,Vitor,Miranda,Lex Luthor,17,VitorMirandaLex Luthor,FIG1850
649,Hannah,Cifers,Shockwave,17,HannahCifersShockwave,FIG1849
3467,Josh,Smith,,17,JoshSmith,FIG1848
773,Patrick,Cummins,Durkin,17,PatrickCumminsDurkin,FIG1847
2889,Aaron,Phillips,The Dragon,17,AaronPhillipsThe Dragon,FIG1846
2182,Leonardo,Mafra,Macarrao,17,LeonardoMafraMacarrao,FIG1845
3350,Ray,Seraille,,17,RaySeraille,FIG1844
3344,Matthew,Semelsberger,Semi The Jedi,17,MatthewSemelsbergerSemi The Jedi,FIG1843
657,Dominic,Clark,,17,DominicClark,FIG1842
2186,Bernardo,Magalhaes,Trekko,17,BernardoMagalhaesTrekko,FIG1841
618,Dan,Charles,The Man,17,DanCharlesThe Man,FIG1840
297,Danilo,Belluardo,Caterpillar,17,DaniloBelluardoCaterpillar,FIG1839
3343,Pete,Sell,Drago,17,PeteSellDrago,FIG1838
2896,Vinc,Pichel,From Hell,17,VincPichelFrom Hell,FIG1837
3492,Alexander,Soldatkin,,17,AlexanderSoldatkin,FIG1836
1008,Joe,Ellenberger,Excalibur,17,JoeEllenbergerExcalibur,FIG1835
4073,Zach,Zane,The Hurricane,17,ZachZaneThe Hurricane,FIG1834
248,Luke,Barnatt,The Bigslow,17,LukeBarnattThe Bigslow,FIG1833
622,Danny,Chavez,The Colombian Warrior,17,DannyChavezThe Colombian Warrior,FIG1832
3439,Aaron,Simpson,A-Train,17,AaronSimpsonA-Train,FIG1831
2446,Terrence,Mitchell,,17,TerrenceMitchell,FIG1830
2859,Markus,Perez,Maluko,17,MarkusPerezMaluko,FIG1829
1967,Josh,LaBerge,,17,JoshLaBerge,FIG1828
2444,Bryce,Mitchell,Thug Nasty,17,BryceMitchellThug Nasty,FIG1827
952,Milana,Dudieva,,17,MilanaDudieva,FIG1826
1542,Clint,Hester,Headbussa,17,ClintHesterHeadbussa,FIG1825
636,SeungWoo,Choi,Sting,17,SeungWooChoiSting,FIG1824
3398,Siala,Siliga,Mighty Mo,17,SialaSiligaMighty Mo,FIG1823
2864,Jay,Perrin,The Joker,17,JayPerrinThe Joker,FIG1822
3093,Andre,Roberts,The Chief,17,AndreRobertsThe Chief,FIG1821
3364,Don,Shainis,Shameless,17,DonShainisShameless,FIG1820
2150,Dalcha,Lungiambula,Champion,17,DalchaLungiambulaChampion,FIG1819
3416,Joaquim,Silva,Netto BJJ,17,JoaquimSilvaNetto BJJ,FIG1818
3978,Khaos,Williams,The OxFighter,17,KhaosWilliamsThe OxFighter,FIG1817
511,Charles,Byrd,Kid Dynamite,17,CharlesByrdKid Dynamite,FIG1816
976,Rolando,Dy,Dy Incredible,17,RolandoDyDy Incredible,FIG1815
1597,Darrell,Horcher,The Saint,17,DarrellHorcherThe Saint,FIG1814
2831,Julianna,Pena,The Venezuelan Vixen,17,JuliannaPenaThe Venezuelan Vixen,FIG1813
1973,Ryan,LaFlare,,17,RyanLaFlare,FIG1812
3332,Brad,Scott,Bear,17,BradScottBear,FIG1811
1637,Joe,Hurley,,17,JoeHurley,FIG1810
2000,Bobby,Lashley,,17,BobbyLashley,FIG1809
1416,Bogdan,Guskov,Czarevitch,17,BogdanGuskovCzarevitch,FIG1808
2213,Azat,Maksum,Qazaq,17,AzatMaksumQazaq,FIG1807
3114,Keith,Rockel,Rock,17,KeithRockelRock,FIG1806
2587,Fabio,Nascimento,Negao,17,FabioNascimentoNegao,FIG1805
2224,Nate,Maness,Mayhem,17,NateManessMayhem,FIG1804
1371,Dwight,Grant,The Body Snatcher,17,DwightGrantThe Body Snatcher,FIG1803
3572,Dan,Stittgen,The Anvil,17,DanStittgenThe Anvil,FIG1802
2230,Steve,Mann,,17,SteveMann,FIG1801
675,Chris,Coggins,,17,ChrisCoggins,FIG1800
816,Brian,Davidson,,17,BrianDavidson,FIG1799
3573,Lazar,Stojadinovic,The Bronx Bomber,17,LazarStojadinovicThe Bronx Bomber,FIG1798
3885,Neil,Wain,Old School,17,NeilWainOld School,FIG1797
476,Mike,Budnik,,17,MikeBudnik,FIG1796
604,Yosdenis,Cedeno,Pink Panther,17,YosdenisCedenoPink Panther,FIG1795
3582,Darko,Stosic,,17,DarkoStosic,FIG1794
3021,John,Reedy,The Wild Child,17,JohnReedyThe Wild Child,FIG1793
1678,Tomomi,Iwama,,17,TomomiIwama,FIG1792
2244,Christina,Marks,,17,ChristinaMarks,FIG1791
761,Jimmy,Crute,,17,JimmyCrute,FIG1790
360,Mark,Bocek,,17,MarkBocek,FIG1789
3533,Mario,Sperry,Zen Machine,17,MarioSperryZen Machine,FIG1788
2930,Ruan,Potts,Fangzz,17,RuanPottsFangzz,FIG1787
1851,Daniel,Kelly,,17,DanielKelly,FIG1786
1401,Nandor,Guelmino,The Hun,17,NandorGuelminoThe Hun,FIG1785
3521,Ketlen,Souza,Esquentadinha,17,KetlenSouzaEsquentadinha,FIG1784
1411,Brad,Gumm,,17,BradGumm,FIG1783
3113,Lucas,Rocha,Fenomeno,17,LucasRochaFenomeno,FIG1782
37,Abdul-Kareem,Al-Selwady,Pride of Palestine,18,Abdul-KareemAl-SelwadyPride of Palestine,FIG1781
3859,Steve,Vigneault,Lionheart,18,SteveVigneaultLionheart,FIG1780
73,Sultan,Aliev,,18,SultanAliev,FIG1779
1116,Jafel,Filho,Pastor,18,JafelFilhoPastor,FIG1778
2559,Nicholas,Musoke,Nico,18,NicholasMusokeNico,FIG1777
1077,Pedro,Falcao,Pedrinho,18,PedroFalcaoPedrinho,FIG1776
2405,Gabriel,Miglioli,Biel,18,GabrielMiglioliBiel,FIG1775
995,Joselyne,Edwards,La Pantera,18,JoselyneEdwardsLa Pantera,FIG1774
4091,Fares,Ziam,Smile Killer,18,FaresZiamSmile Killer,FIG1773
3966,Aaron,Wilkinson,The Daywalker,18,AaronWilkinsonThe Daywalker,FIG1772
23,Fabio,Aguiar,,18,FabioAguiar,FIG1771
42,Amir,Albazi,The Prince,18,AmirAlbaziThe Prince,FIG1770
3853,James,Vick,The Texecutioner,18,JamesVickThe Texecutioner,FIG1769
966,Tom,Duquesnoy,Fire Kid,18,TomDuquesnoyFire Kid,FIG1768
3856,Reginaldo,Vieira,,18,ReginaldoVieira,FIG1767
2401,Zachary,Micklewright,,18,ZacharyMicklewright,FIG1766
3971,Pete,Williams,El Duro,18,PeteWilliamsEl Duro,FIG1765
3960,Josh,Wick,The White Mamba,18,JoshWickThe White Mamba,FIG1764
2613,Mario,Neto,Sukata,18,MarioNetoSukata,FIG1763
2397,Brandon,Michaels,,18,BrandonMichaels,FIG1762
4053,Dong Sik,Yoon,,18,Dong SikYoon,FIG1761
2472,Darrell,Montague,Mongoose,18,DarrellMontagueMongoose,FIG1760
405,Roger,Bowling,Relentless,18,RogerBowlingRelentless,FIG1759
835,Philip,De Fries,,18,PhilipDe Fries,FIG1758
3954,Robert,Whiteford,The Hammer,18,RobertWhitefordThe Hammer,FIG1757
2583,Rose,Namajunas,Thug,18,RoseNamajunasThug,FIG1756
856,Rolando,Delgado,Roli,18,RolandoDelgadoRoli,FIG1755
2493,Vince,Morales,Vandetta,18,VinceMoralesVandetta,FIG1754
4067,Luke,Zachrich,,18,LukeZachrich,FIG1753
2561,Magomed,Mustafaev,The Sniper,18,MagomedMustafaevThe Sniper,FIG1752
383,Ray,Borg,The Tazmexican Devil,18,RayBorgThe Tazmexican Devil,FIG1751
786,Sarah,D'alelio,The Monster,18,SarahD'alelioThe Monster,FIG1750
834,Geraldo,de Freitas,Spartan,18,Geraldode FreitasSpartan,FIG1749
36,Razak,Al-Hassan,,18,RazakAl-Hassan,FIG1748
3818,Paul,Varelans,The Polar Bear,18,PaulVarelansThe Polar Bear,FIG1747
941,Edson,Drago,,18,EdsonDrago,FIG1746
58,JJ,Aldrich,,18,JJAldrich,FIG1745
828,Hakeem,Dawodu,Mean,18,HakeemDawoduMean,FIG1744
2519,Nikolas,Motta,Iron,18,NikolasMottaIron,FIG1743
2385,Alonzo,Menifield,Atomic,18,AlonzoMenifieldAtomic,FIG1742
2474,Augusto,Montano,Dodger,18,AugustoMontanoDodger,FIG1741
2459,Bobby,Moffett,The Wolfman,18,BobbyMoffettThe Wolfman,FIG1740
84,Ricardo,Almeida,Big Dog,18,RicardoAlmeidaBig Dog,FIG1739
2059,Kimo,Leopoldo,,18,KimoLeopoldo,FIG1738
485,Shane,Burgos,Hurricane,18,ShaneBurgosHurricane,FIG1737
208,Abu,Azaitar,Captain Morocco,18,AbuAzaitarCaptain Morocco,FIG1736
2516,Harry,Moskowitz,Dirty,18,HarryMoskowitzDirty,FIG1735
202,Anthony,Avila,,18,AnthonyAvila,FIG1734
3321,Colleen,Schneider,,18,ColleenSchneider,FIG1733
1638,Solomon,Hutcherson,King,18,SolomonHutchersonKing,FIG1732
193,Bazigit,Atajev,Volk,18,BazigitAtajevVolk,FIG1731
2886,Constantinos,Philippou,,18,ConstantinosPhilippou,FIG1730
2109,John,Lober,The Machine,18,JohnLoberThe Machine,FIG1729
3354,Matt,Serra,The Terra,18,MattSerraThe Terra,FIG1728
3358,Carl,Seumanutafa,,18,CarlSeumanutafa,FIG1727
3360,Rosi,Sexton,The Surgeon,18,RosiSextonThe Surgeon,FIG1726
3251,Hector,Sandoval,Kid Alex,18,HectorSandovalKid Alex,FIG1725
1584,Mark,Holst,Boots,18,MarkHolstBoots,FIG1724
2125,Ivan,Lopez,,18,IvanLopez,FIG1723
3371,Eric,Shelton,Showtime,18,EricSheltonShowtime,FIG1722
1574,Roger,Hollett,The Hulk,18,RogerHollettThe Hulk,FIG1721
630,Giga,Chikadze,Ninja,18,GigaChikadzeNinja,FIG1720
3378,Henrique,Shiguemoto,,18,HenriqueShiguemoto,FIG1719
3389,Jack,Shore,Tank,18,JackShoreTank,FIG1718
633,Mu Bae,Choi,,18,Mu BaeChoi,FIG1717
2145,Matt,Lucas,Luke Duke,18,MattLucasLuke Duke,FIG1716
3413,Claudio,Silva,Hannibal,18,ClaudioSilvaHannibal,FIG1715
2151,Alexandru,Lungu,,18,AlexandruLungu,FIG1714
1524,Jai,Herbert,Black Country Banger,18,JaiHerbertBlack Country Banger,FIG1713
3445,Rob,Sinclair,,18,RobSinclair,FIG1712
2819,Jonathan,Pearce,JSP,18,JonathanPearceJSP,FIG1711
186,Scott,Askham,,18,ScottAskham,FIG1710
1704,Brock,Jardine,The Machine,18,BrockJardineThe Machine,FIG1709
2052,Jesse,Lennox,The Ox,18,JesseLennoxThe Ox,FIG1708
3245,Luke,Sanders,Cool Hand,18,LukeSandersCool Hand,FIG1707
3035,Marion,Reneau,The Belizean Bruiser,18,MarionReneauThe Belizean Bruiser,FIG1706
3033,Chance,Rencountre,Black Eagle,18,ChanceRencountreBlack Eagle,FIG1705
1895,Kamuela,Kirk,The Jawaiian,18,KamuelaKirkThe Jawaiian,FIG1704
3071,Nick,Ring,The Promise,18,NickRingThe Promise,FIG1703
520,Ricky,Calatayud,,18,RickyCalatayud,FIG1702
3022,Johnny,Rees,The Hater Hurter,18,JohnnyReesThe Hater Hurter,FIG1701
1883,HanSeul,Kim,Spade,18,HanSeulKimSpade,FIG1700
1881,Ji Yeon,Kim,Firefist,18,Ji YeonKimFirefist,FIG1699
1876,Dae Won,Kim,,18,Dae WonKim,FIG1698
3082,Francisco,Rivera,Cisco,18,FranciscoRiveraCisco,FIG1697
3110,Vagner,Rocha,Ceara,18,VagnerRochaCeara,FIG1696
544,Guido,Cannetti,Ninja,18,GuidoCannettiNinja,FIG1695
3123,Mike,Rodriguez,Slo Mike,18,MikeRodriguezSlo Mike,FIG1694
3140,Shane,Roller,,18,ShaneRoller,FIG1693
3145,Yoel,Romero,Soldier of God,18,YoelRomeroSoldier of God,FIG1692
1990,Lina,Lansberg,Elbow Queen,18,LinaLansbergElbow Queen,FIG1691
3161,Jared,Rosholt,,18,JaredRosholt,FIG1690
3169,Khalil,Rountree Jr.,,18,KhalilRountree Jr.,FIG1689
1795,Luke,Jumeau,The Jedi,18,LukeJumeauThe Jedi,FIG1688
3178,Jairzinho,Rozenstruik,Bigi Boy,18,JairzinhoRozenstruikBigi Boy,FIG1687
3190,Mike,Russow,,18,MikeRussow,FIG1686
3196,Pete,Sabala,,18,PeteSabala,FIG1685
2983,Ricky,Rainey,The Sniper,18,RickyRaineyThe Sniper,FIG1684
576,Jonny,Carson,,18,JonnyCarson,FIG1683
1753,Charles,Johnson,InnerG,18,CharlesJohnsonInnerG,FIG1682
2027,James,Lee,,18,JamesLee,FIG1681
492,Josh,Burns,The Hammer,18,JoshBurnsThe Hammer,FIG1680
2042,Ricky,Legere Jr.,IE Bad Boy,18,RickyLegere Jr.IE Bad Boy,FIG1679
3240,Emmanuel,Sanchez,El Matador,18,EmmanuelSanchezEl Matador,FIG1678
3474,Gilbert,Smith,,18,GilbertSmith,FIG1677
3475,Leslie,Smith,The Peacemaker,18,LeslieSmithThe Peacemaker,FIG1676
310,Ryan,Benoit,Baby Face,18,RyanBenoitBaby Face,FIG1675
3481,Justin,Smitley,,18,JustinSmitley,FIG1674
1326,Jennifer,Gonzalez,Jefa,18,JenniferGonzalezJefa,FIG1673
133,Jermaine,Andre,,18,JermaineAndre,FIG1672
699,TJ,Cook,,18,TJCook,FIG1671
2739,Alexander,Otsuka,The Diet Butcher,18,AlexanderOtsukaThe Diet Butcher,FIG1670
2273,Victor,Martinez,The Brick,18,VictorMartinezThe Brick,FIG1669
709,Akira,Corassani,,18,AkiraCorassani,FIG1668
2733,Ode,Osbourne,The Jamaican Sensation,18,OdeOsbourneThe Jamaican Sensation,FIG1667
2728,Brian,Ortega,T-City,18,BrianOrtegaT-City,FIG1666
2282,Kazuma,Maruyama,Gluttony,18,KazumaMaruyamaGluttony,FIG1665
715,Bethe,Correia,Pitbull,18,BetheCorreiaPitbull,FIG1664
3654,Issei,Tamura,,18,IsseiTamura,FIG1663
1264,James,Giboo,,18,JamesGiboo,FIG1662
2756,Gary,Padilla,,18,GaryPadilla,FIG1661
1260,Tiki,Ghosn,,18,TikiGhosn,FIG1660
1230,Cody,Garbrandt,No Love,18,CodyGarbrandtNo Love,FIG1659
3708,Chris,Tickle,BadBoy,18,ChrisTickleBadBoy,FIG1658
3712,Denis,Tiuliulin,,18,DenisTiuliulin,FIG1657
2686,Nobuhiro,Obiya,,18,NobuhiroObiya,FIG1656
2322,Justin,McCully,The Insane One,18,JustinMcCullyThe Insane One,FIG1655
2680,Sean,O'Malley,Sugar,18,SeanO'MalleySugar,FIG1654
424,Elves,Brener,,18,ElvesBrener,FIG1653
1194,Masio,Fullen,Lobo,18,MasioFullenLobo,FIG1652
2332,Gan,McGee,The Giant,18,GanMcGeeThe Giant,FIG1651
2667,Nina,Nunes,,18,NinaNunes,FIG1650
1165,Zoila,Frausto,Warrior Princess,18,ZoilaFraustoWarrior Princess,FIG1649
2660,Jonatas,Novaes,,18,JonatasNovaes,FIG1648
3668,Paul,Taylor,Relentless,18,PaulTaylorRelentless,FIG1647
141,Chad,Anheliger,The Monster,18,ChadAnheligerThe Monster,FIG1646
3635,Khalid,Taha,The Warrior,18,KhalidTahaThe Warrior,FIG1645
3534,Eric,Spicely,Zebrinha,18,EricSpicelyZebrinha,FIG1644
664,Chris,Clements,The Menace,18,ChrisClementsThe Menace,FIG1643
1394,Garrett,Gross,,18,GarrettGross,FIG1642
3519,Livinha,Souza,The Brazilian Gangsta,18,LivinhaSouzaThe Brazilian Gangsta,FIG1641
2208,Levan,Makashvili,The Hornet,18,LevanMakashviliThe Hornet,FIG1640
2226,Gary,Mangat,,18,GaryMangat,FIG1639
3547,Brian,Stann,All American,18,BrianStannAll American,FIG1638
3577,Niklas,Stolze,Green Mask,18,NiklasStolzeGreen Mask,FIG1637
2772,Tulio,Palhares,,18,TulioPalhares,FIG1636
3515,Mario,Sousa,Coracao Valente,18,MarioSousaCoracao Valente,FIG1635
2233,Chris,Manuel,,18,ChrisManuel,FIG1634
3529,Sean,Spencer,Black Magic,18,SeanSpencerBlack Magic,FIG1633
178,Teddy,Ash,Bear,19,TeddyAshBear,FIG1632
10,Klidson,Abreu,White Bear,19,KlidsonAbreuWhite Bear,FIG1631
3087,Nicdali,Rivera-Calanoc,The Night Queen,19,NicdaliRivera-CalanocThe Night Queen,FIG1630
3014,Mateusz,Rebecki,,19,MateuszRebecki,FIG1629
249,James,Barnes,Mooka,19,JamesBarnesMooka,FIG1628
3499,Emrah,Sonmez,Anatolian Wolf,19,EmrahSonmezAnatolian Wolf,FIG1627
3117,Gregory,Rodrigues,Robocop,19,GregoryRodriguesRobocop,FIG1626
3576,Dustin,Stoltzfus,,19,DustinStoltzfus,FIG1625
3017,Paul,Redmond,Redser,19,PaulRedmondRedser,FIG1624
3729,Tecia,Torres,The Tiny Tornado,19,TeciaTorresThe Tiny Tornado,FIG1623
169,Ricardo,Arona,The Brazilian Tiger,19,RicardoAronaThe Brazilian Tiger,FIG1622
3740,Bryan,Travers,,19,BryanTravers,FIG1621
4084,Zhang,Tiequan,The Wolf,19,ZhangTiequanThe Wolf,FIG1620
3074,Albert,Rios,,19,AlbertRios,FIG1619
2565,Ho Bae,Myeon,,19,Ho BaeMyeon,FIG1618
2675,Jake,O'Brien,Irish,19,JakeO'BrienIrish,FIG1617
3951,Alex,White,The Spartan,19,AlexWhiteThe Spartan,FIG1616
3459,Brian,Sleeman,,19,BrianSleeman,FIG1615
3948,Coty,Wheeler,Ox,19,CotyWheelerOx,FIG1614
2807,Alan,Patrick,Nuguette,19,AlanPatrickNuguette,FIG1613
3799,Charlie,Valencia,,19,CharlieValencia,FIG1612
3682,Herman,Terrado,,19,HermanTerrado,FIG1611
3143,Alexandr,Romanov,King Kong,19,AlexandrRomanovKing Kong,FIG1610
2757,Fernando,Padilla,El Valiente,19,FernandoPadillaEl Valiente,FIG1609
3603,Daisuke,Sugie,Amazon,19,DaisukeSugieAmazon,FIG1608
2941,Kyle,Prepolec,,19,KylePrepolec,FIG1607
2773,Stephen,Palling,Bozo,19,StephenPallingBozo,FIG1606
